Coding_scheme	Noise_level	Pool_failure	Correct_recover	Repeat
Canonical	0.05	1	64	80
Canonical	0.05	1	64	81
Canonical	0.05	1	64	82
Canonical	0.05	1	64	83
Canonical	0.05	1	64	84
Canonical	0.05	1	64	85
Canonical	0.05	1	64	86
Canonical	0.05	1	64	87
Canonical	0.05	1	64	88
Canonical	0.05	1	64	89
Canonical	0.05	1	64	90
Canonical	0.05	1	64	91
Canonical	0.05	1	64	92
Canonical	0.05	1	64	93
Canonical	0.05	1	64	94
Canonical	0.05	1	64	95
Canonical	0.05	1	64	96
Canonical	0.05	1	64	97
Canonical	0.05	1	64	98
Canonical	0.05	1	64	99
Canonical	0.1	1	64	0
Canonical	0.1	1	64	1
Canonical	0.1	1	64	2
Canonical	0.1	1	64	3
Canonical	0.1	1	64	4
Canonical	0.1	1	64	5
Canonical	0.1	1	64	6
Canonical	0.1	1	64	7
Canonical	0.1	1	64	8
Canonical	0.1	1	64	9
Canonical	0.1	1	64	10
Canonical	0.1	1	64	11
Canonical	0.1	1	64	12
Canonical	0.1	1	64	13
Canonical	0.1	1	64	14
Canonical	0.1	1	64	15
Canonical	0.1	1	64	16
Canonical	0.1	1	64	17
Canonical	0.1	1	64	18
Canonical	0.1	1	64	19
Canonical	0.1	1	64	20
Canonical	0.1	1	64	21
Canonical	0.1	1	64	22
Canonical	0.1	1	64	23
Canonical	0.1	1	64	24
Canonical	0.1	1	64	25
Canonical	0.1	1	64	26
Canonical	0.1	1	64	27
Canonical	0.1	1	64	28
Canonical	0.1	1	64	29
Canonical	0.1	1	64	30
Canonical	0.1	1	64	31
Canonical	0.1	1	64	32
Canonical	0.1	1	64	33
Canonical	0.1	1	64	34
Canonical	0.1	1	64	35
Canonical	0.1	1	64	36
Canonical	0.1	1	64	37
Canonical	0.1	1	64	38
Canonical	0.1	1	64	39
Canonical	0.1	1	64	40
Canonical	0.1	1	64	41
Canonical	0.1	1	64	42
Canonical	0.1	1	64	43
Canonical	0.1	1	64	44
Canonical	0.1	1	64	45
Canonical	0.1	1	64	46
Canonical	0.1	1	64	47
Canonical	0.1	1	64	48
Canonical	0.1	1	64	49
Canonical	0.1	1	64	50
Canonical	0.1	1	64	51
Canonical	0.1	1	64	52
Canonical	0.1	1	64	53
Canonical	0.1	1	64	54
Canonical	0.1	1	64	55
Canonical	0.1	1	64	56
Canonical	0.1	1	64	57
Canonical	0.1	1	64	58
Canonical	0.1	1	64	59
Canonical	0.1	1	64	60
Canonical	0.1	1	64	61
Canonical	0.1	1	64	62
Canonical	0.1	1	64	63
Canonical	0.1	1	64	64
Canonical	0.1	1	64	65
Canonical	0.1	1	64	66
Canonical	0.1	1	64	67
Canonical	0.1	1	64	68
Canonical	0.1	1	64	69
Canonical	0.1	1	64	70
Canonical	0.1	1	64	71
Canonical	0.1	1	64	72
Canonical	0.1	1	64	73
Canonical	0.1	1	64	74
Canonical	0.1	1	64	75
Canonical	0.1	1	64	76
Canonical	0.1	1	64	77
Canonical	0.1	1	64	78
Canonical	0.1	1	64	79
Canonical	0.1	1	64	80
Canonical	0.1	1	64	81
Canonical	0.1	1	64	82
Canonical	0.1	1	64	83
Canonical	0.1	1	64	84
Canonical	0.1	1	64	85
Canonical	0.1	1	64	86
Canonical	0.1	1	64	87
Canonical	0.1	1	64	88
Canonical	0.1	1	64	89
Canonical	0.1	1	64	90
Canonical	0.1	1	64	91
Canonical	0.1	1	64	92
Canonical	0.1	1	64	93
Canonical	0.1	1	64	94
Canonical	0.1	1	64	95
Canonical	0.1	1	64	96
Canonical	0.1	1	64	97
Canonical	0.1	1	64	98
Canonical	0.1	1	64	99
Canonical	0.2	1	64	0
Canonical	0.2	1	64	1
Canonical	0.2	1	64	2
Canonical	0.2	1	64	3
Canonical	0.2	1	64	4
Canonical	0.2	1	64	5
Canonical	0.2	1	64	6
Canonical	0.2	1	64	7
Canonical	0.2	1	64	8
Canonical	0.2	1	64	9
Canonical	0.2	1	64	10
Canonical	0.2	1	64	11
Canonical	0.2	1	64	12
Canonical	0.2	1	64	13
Canonical	0.2	1	64	14
Canonical	0.2	1	64	15
Canonical	0.2	1	64	16
Canonical	0.2	1	64	17
Canonical	0.2	1	64	18
Canonical	0.2	1	64	19
Canonical	0.2	1	64	20
Canonical	0.2	1	64	21
Canonical	0.2	1	64	22
Canonical	0.2	1	64	23
Canonical	0.2	1	64	24
Canonical	0.2	1	64	25
Canonical	0.2	1	64	26
Canonical	0.2	1	64	27
Canonical	0.2	1	64	28
Canonical	0.2	1	64	29
Canonical	0.2	1	64	30
Canonical	0.2	1	64	31
Canonical	0.2	1	64	32
Canonical	0.2	1	64	33
Canonical	0.2	1	64	34
Canonical	0.2	1	64	35
Canonical	0.2	1	64	36
Canonical	0.2	1	64	37
Canonical	0.2	1	64	38
Canonical	0.2	1	64	39
Canonical	0.2	1	64	40
Canonical	0.2	1	64	41
Canonical	0.2	1	64	42
Canonical	0.2	1	64	43
Canonical	0.2	1	64	44
Canonical	0.2	1	64	45
Canonical	0.2	1	64	46
Canonical	0.2	1	64	47
Canonical	0.2	1	64	48
Canonical	0.2	1	64	49
Canonical	0.2	1	64	50
Canonical	0.2	1	64	51
Canonical	0.2	1	64	52
Canonical	0.2	1	64	53
Canonical	0.2	1	64	54
Canonical	0.2	1	64	55
Canonical	0.2	1	64	56
Canonical	0.2	1	64	57
Canonical	0.2	1	64	58
Canonical	0.2	1	64	59
Canonical	0.2	1	64	60
Canonical	0.2	1	64	61
Canonical	0.2	1	64	62
Canonical	0.2	1	64	63
Canonical	0.2	1	64	64
Canonical	0.2	1	64	65
Canonical	0.2	1	64	66
Canonical	0.2	1	64	67
Canonical	0.2	1	64	68
Canonical	0.2	1	64	69
Canonical	0.2	1	64	70
Canonical	0.2	1	64	71
Canonical	0.2	1	64	72
Canonical	0.2	1	64	73
Canonical	0.2	1	64	74
Canonical	0.2	1	64	75
Canonical	0.2	1	64	76
Canonical	0.2	1	64	77
Canonical	0.2	1	64	78
Canonical	0.2	1	64	79
Canonical	0.2	1	64	80
Canonical	0.2	1	64	81
Canonical	0.2	1	64	82
Canonical	0.2	1	64	83
Canonical	0.2	1	64	84
Canonical	0.2	1	64	85
Canonical	0.2	1	64	86
Canonical	0.2	1	64	87
Canonical	0.2	1	64	88
Canonical	0.2	1	64	89
Canonical	0.2	1	64	90
Canonical	0.2	1	64	91
Canonical	0.2	1	64	92
Canonical	0.2	1	64	93
Canonical	0.2	1	64	94
Canonical	0.2	1	64	95
Canonical	0.2	1	64	96
Canonical	0.2	1	64	97
Canonical	0.2	1	64	98
Canonical	0.2	1	64	99
Canonical	0.3	1	64	0
Canonical	0.3	1	64	1
Canonical	0.3	1	64	2
Canonical	0.3	1	64	3
Canonical	0.3	1	64	4
Canonical	0.3	1	64	5
Canonical	0.3	1	64	6
Canonical	0.3	1	64	7
Canonical	0.3	1	64	8
Canonical	0.3	1	64	9
Canonical	0.3	1	64	10
Canonical	0.3	1	64	11
Canonical	0.3	1	64	12
Canonical	0.3	1	64	13
Canonical	0.3	1	64	14
Canonical	0.3	1	64	15
Canonical	0.3	1	64	16
Canonical	0.3	1	64	17
Canonical	0.3	1	64	18
Canonical	0.3	1	64	19
Canonical	0.3	1	64	20
Canonical	0.3	1	64	21
Canonical	0.3	1	64	22
Canonical	0.3	1	64	23
Canonical	0.3	1	64	24
Canonical	0.3	1	64	25
Canonical	0.3	1	64	26
Canonical	0.3	1	64	27
Canonical	0.3	1	64	28
Canonical	0.3	1	64	29
Canonical	0.3	1	64	30
Canonical	0.3	1	64	31
Canonical	0.3	1	64	32
Canonical	0.3	1	64	33
Canonical	0.3	1	64	34
Canonical	0.3	1	64	35
Canonical	0.3	1	64	36
Canonical	0.3	1	64	37
Canonical	0.3	1	64	38
Canonical	0.3	1	64	39
Canonical	0.3	1	64	40
Canonical	0.3	1	64	41
Canonical	0.3	1	64	42
Canonical	0.3	1	64	43
Canonical	0.3	1	64	44
Canonical	0.3	1	64	45
Canonical	0.3	1	64	46
Canonical	0.3	1	64	47
Canonical	0.3	1	64	48
Canonical	0.3	1	64	49
Canonical	0.3	1	64	50
Canonical	0.3	1	64	51
Canonical	0.3	1	64	52
Canonical	0.3	1	64	53
Canonical	0.3	1	64	54
Canonical	0.3	1	64	55
Canonical	0.3	1	64	56
Canonical	0.3	1	64	57
Canonical	0.3	1	64	58
Canonical	0.3	1	64	59
Canonical	0.3	1	64	60
Canonical	0.3	1	64	61
Canonical	0.3	1	64	62
Canonical	0.3	1	64	63
Canonical	0.3	1	64	64
Canonical	0.3	1	64	65
Canonical	0.3	1	64	66
Canonical	0.3	1	64	67
Canonical	0.3	1	64	68
Canonical	0.3	1	64	69
Canonical	0.3	1	64	70
Canonical	0.3	1	64	71
Canonical	0.3	1	64	72
Canonical	0.3	1	64	73
Canonical	0.3	1	64	74
Canonical	0.3	1	64	75
Canonical	0.3	1	64	76
Canonical	0.3	1	64	77
Canonical	0.3	1	64	78
Canonical	0.3	1	64	79
Canonical	0.3	1	64	80
Canonical	0.3	1	64	81
Canonical	0.3	1	64	82
Canonical	0.3	1	64	83
Canonical	0.3	1	64	84
Canonical	0.3	1	64	85
Canonical	0.3	1	64	86
Canonical	0.3	1	64	87
Canonical	0.3	1	64	88
Canonical	0.3	1	64	89
Canonical	0.3	1	64	90
Canonical	0.3	1	64	91
Canonical	0.3	1	64	92
Canonical	0.3	1	64	93
Canonical	0.3	1	64	94
Canonical	0.3	1	64	95
Canonical	0.3	1	64	96
Canonical	0.3	1	64	97
Canonical	0.3	1	64	98
Canonical	0.3	1	64	99
Canonical	0.4	1	64	0
Canonical	0.4	1	64	1
Canonical	0.4	1	64	2
Canonical	0.4	1	64	3
Canonical	0.4	1	64	4
Canonical	0.4	1	64	5
Canonical	0.4	1	64	6
Canonical	0.4	1	64	7
Canonical	0.4	1	64	8
Canonical	0.4	1	64	9
Canonical	0.4	1	64	10
Canonical	0.4	1	64	11
Canonical	0.4	1	64	12
Canonical	0.4	1	64	13
Canonical	0.4	1	64	14
Canonical	0.4	1	64	15
Canonical	0.4	1	64	16
Canonical	0.4	1	64	17
Canonical	0.4	1	64	18
Canonical	0.4	1	64	19
Canonical	0.4	1	64	20
Canonical	0.4	1	64	21
Canonical	0.4	1	64	22
Canonical	0.4	1	64	23
Canonical	0.4	1	64	24
Canonical	0.4	1	64	25
Canonical	0.4	1	64	26
Canonical	0.4	1	64	27
Canonical	0.4	1	64	28
Canonical	0.4	1	64	29
Canonical	0.4	1	64	30
Canonical	0.4	1	64	31
Canonical	0.4	1	64	32
Canonical	0.4	1	64	33
Canonical	0.4	1	64	34
Canonical	0.4	1	64	35
Canonical	0.4	1	64	36
Canonical	0.4	1	64	37
Canonical	0.4	1	64	38
Canonical	0.4	1	64	39
Canonical	0.4	1	64	40
Canonical	0.4	1	64	41
Canonical	0.4	1	64	42
Canonical	0.4	1	64	43
Canonical	0.4	1	64	44
Canonical	0.4	1	64	45
Canonical	0.4	1	64	46
Canonical	0.4	1	64	47
Canonical	0.4	1	64	48
Canonical	0.4	1	64	49
Canonical	0.4	1	64	50
Canonical	0.4	1	64	51
Canonical	0.4	1	64	52
Canonical	0.4	1	64	53
Canonical	0.4	1	64	54
Canonical	0.4	1	64	55
Canonical	0.4	1	64	56
Canonical	0.4	1	64	57
Canonical	0.4	1	64	58
Canonical	0.4	1	64	59
Canonical	0.4	1	64	60
Canonical	0.4	1	64	61
Canonical	0.4	1	64	62
Canonical	0.4	1	64	63
Canonical	0.4	1	64	64
Canonical	0.4	1	64	65
Canonical	0.4	1	64	66
Canonical	0.4	1	64	67
Canonical	0.4	1	64	68
Canonical	0.4	1	64	69
Canonical	0.4	1	64	70
Canonical	0.4	1	64	71
Canonical	0.4	1	64	72
Canonical	0.4	1	64	73
Canonical	0.4	1	64	74
Canonical	0.4	1	64	75
Canonical	0.4	1	64	76
Canonical	0.4	1	64	77
Canonical	0.4	1	64	78
Canonical	0.4	1	64	79
Canonical	0.4	1	64	80
Canonical	0.4	1	64	81
Canonical	0.4	1	64	82
Canonical	0.4	1	64	83
Canonical	0.4	1	64	84
Canonical	0.4	1	64	85
Canonical	0.4	1	64	86
Canonical	0.4	1	64	87
Canonical	0.4	1	64	88
Canonical	0.4	1	64	89
Canonical	0.4	1	64	90
Canonical	0.4	1	64	91
Canonical	0.4	1	64	92
Canonical	0.4	1	64	93
Canonical	0.4	1	64	94
Canonical	0.4	1	64	95
Canonical	0.4	1	64	96
Canonical	0.4	1	64	97
Canonical	0.4	1	64	98
Canonical	0.4	1	64	99
Canonical	0.5	1	64	0
Canonical	0.5	1	64	1
Canonical	0.5	1	64	2
Canonical	0.5	1	64	3
Canonical	0.5	1	64	4
Canonical	0.5	1	64	5
Canonical	0.5	1	64	6
Canonical	0.5	1	64	7
Canonical	0.5	1	64	8
Canonical	0.5	1	64	9
Canonical	0.5	1	64	10
Canonical	0.5	1	64	11
Canonical	0.5	1	64	12
Canonical	0.5	1	64	13
Canonical	0.5	1	64	14
Canonical	0.5	1	64	15
Canonical	0.5	1	64	16
Canonical	0.5	1	64	17
Canonical	0.5	1	64	18
Canonical	0.5	1	64	19
Canonical	0.5	1	64	20
Canonical	0.5	1	64	21
Canonical	0.5	1	64	22
Canonical	0.5	1	64	23
Canonical	0.5	1	64	24
Canonical	0.5	1	64	25
Canonical	0.5	1	64	26
Canonical	0.5	1	64	27
Canonical	0.5	1	64	28
Canonical	0.5	1	64	29
Canonical	0.5	1	64	30
Canonical	0.5	1	64	31
Canonical	0.5	1	64	32
Canonical	0.5	1	64	33
Canonical	0.5	1	64	34
Canonical	0.5	1	64	35
Canonical	0.5	1	64	36
Canonical	0.5	1	64	37
Canonical	0.5	1	64	38
Canonical	0.5	1	64	39
Canonical	0.5	1	64	40
Canonical	0.5	1	64	41
Canonical	0.5	1	64	42
Canonical	0.5	1	64	43
Canonical	0.5	1	64	44
Canonical	0.5	1	64	45
Canonical	0.5	1	64	46
Canonical	0.5	1	64	47
Canonical	0.5	1	64	48
Canonical	0.5	1	64	49
Canonical	0.5	1	64	50
Canonical	0.5	1	64	51
Canonical	0.5	1	64	52
Canonical	0.5	1	64	53
Canonical	0.5	1	64	54
Canonical	0.5	1	64	55
Canonical	0.5	1	64	56
Canonical	0.5	1	64	57
Canonical	0.5	1	64	58
Canonical	0.5	1	64	59
Canonical	0.5	1	64	60
Canonical	0.5	1	64	61
Canonical	0.5	1	64	62
Canonical	0.5	1	64	63
Canonical	0.5	1	64	64
Canonical	0.5	1	64	65
Canonical	0.5	1	64	66
Canonical	0.5	1	64	67
Canonical	0.5	1	64	68
Canonical	0.5	1	64	69
Canonical	0.5	1	64	70
Canonical	0.5	1	64	71
Canonical	0.5	1	64	72
Canonical	0.5	1	64	73
Canonical	0.5	1	64	74
Canonical	0.5	1	64	75
Canonical	0.5	1	64	76
Canonical	0.5	1	64	77
Canonical	0.5	1	64	78
Canonical	0.5	1	64	79
Canonical	0.5	1	64	80
Canonical	0.5	1	64	81
Canonical	0.5	1	64	82
Canonical	0.5	1	64	83
Canonical	0.5	1	64	84
Canonical	0.5	1	64	85
Canonical	0.5	1	64	86
Canonical	0.5	1	64	87
Canonical	0.5	1	64	88
Canonical	0.5	1	64	89
Canonical	0.5	1	64	90
Canonical	0.5	1	64	91
Canonical	0.5	1	64	92
Canonical	0.5	1	64	93
Canonical	0.5	1	64	94
Canonical	0.5	1	64	95
Canonical	0.5	1	64	96
Canonical	0.5	1	64	97
Canonical	0.5	1	64	98
Canonical	0.5	1	64	99
Canonical	0.05	2	64	0
Canonical	0.05	2	64	1
Canonical	0.05	2	64	2
Canonical	0.05	2	64	3
Canonical	0.05	2	64	4
Canonical	0.05	2	64	5
Canonical	0.05	2	64	6
Canonical	0.05	2	64	7
Canonical	0.05	2	64	8
Canonical	0.05	2	64	9
Canonical	0.05	2	30	10
Canonical	0.05	2	64	11
Canonical	0.05	2	30	12
Canonical	0.05	2	64	13
Canonical	0.05	2	64	14
Canonical	0.05	2	30	15
Canonical	0.05	2	64	16
Canonical	0.05	2	64	17
Canonical	0.05	2	64	18
Canonical	0.05	2	64	19
Canonical	0.05	2	64	20
Canonical	0.05	2	64	21
Canonical	0.05	2	64	22
Canonical	0.05	2	64	23
Canonical	0.05	2	64	24
Canonical	0.05	2	26	25
Canonical	0.05	2	64	26
Canonical	0.05	2	64	27
Canonical	0.05	2	64	28
Canonical	0.05	2	64	29
Canonical	0.05	2	64	30
Canonical	0.05	2	64	31
Canonical	0.05	2	64	32
Canonical	0.05	2	64	33
Canonical	0.05	2	64	34
Canonical	0.05	2	64	35
Canonical	0.05	2	64	36
Canonical	0.05	2	64	37
Canonical	0.05	2	64	38
Canonical	0.05	2	64	39
Canonical	0.05	2	64	40
Canonical	0.05	2	64	41
Canonical	0.05	2	64	42
Canonical	0.05	2	64	43
Canonical	0.05	2	64	44
Canonical	0.05	2	64	45
Canonical	0.05	2	64	46
Canonical	0.05	2	64	47
Canonical	0.05	2	64	48
Canonical	0.05	2	64	49
Canonical	0.05	2	64	50
Canonical	0.05	2	64	51
Canonical	0.05	2	64	52
Canonical	0.05	2	64	53
Canonical	0.05	2	42	54
Canonical	0.05	2	36	55
Canonical	0.05	2	64	56
Canonical	0.05	2	64	57
Canonical	0.05	2	64	58
Canonical	0.05	2	64	59
Canonical	0.05	2	64	60
Canonical	0.05	2	64	61
Canonical	0.05	2	64	62
Canonical	0.05	2	64	63
Canonical	0.05	2	64	64
Canonical	0.05	2	64	65
Canonical	0.05	2	64	66
Canonical	0.05	2	26	67
Canonical	0.05	2	64	68
Canonical	0.05	2	64	69
Canonical	0.05	2	64	70
Canonical	0.05	2	64	71
Canonical	0.05	2	64	72
Canonical	0.05	2	64	73
Canonical	0.05	2	64	74
Canonical	0.05	2	64	75
Canonical	0.05	2	64	76
Canonical	0.05	2	64	77
Canonical	0.05	2	64	78
Canonical	0.05	2	64	79
Canonical	0.05	2	64	80
Canonical	0.05	2	28	81
Canonical	0.05	2	32	82
Canonical	0.05	2	64	83
Canonical	0.05	2	64	84
Canonical	0.05	2	64	85
Canonical	0.05	2	64	86
Canonical	0.05	2	64	87
Canonical	0.05	2	64	88
Canonical	0.05	2	64	89
Canonical	0.05	2	64	90
Canonical	0.05	2	64	91
Canonical	0.05	2	64	92
Canonical	0.05	2	64	93
Canonical	0.05	2	64	94
Canonical	0.05	2	64	95
Canonical	0.05	2	64	96
Canonical	0.05	2	64	97
Canonical	0.05	2	64	98
Canonical	0.05	2	64	99
Canonical	0.1	2	64	0
Canonical	0.1	2	64	1
Canonical	0.1	2	64	2
Canonical	0.1	2	64	3
Canonical	0.1	2	64	4
Canonical	0.1	2	64	5
Canonical	0.1	2	64	6
Canonical	0.1	2	64	7
Canonical	0.1	2	64	8
Canonical	0.1	2	64	9
Canonical	0.1	2	64	10
Canonical	0.1	2	64	11
Canonical	0.1	2	64	12
Canonical	0.1	2	64	13
Canonical	0.1	2	64	14
Canonical	0.1	2	64	15
Canonical	0.1	2	64	16
Canonical	0.1	2	64	17
Canonical	0.1	2	64	18
Canonical	0.1	2	64	19
Canonical	0.1	2	64	20
Canonical	0.1	2	64	21
Canonical	0.1	2	64	22
Canonical	0.1	2	64	23
Canonical	0.1	2	64	24
Canonical	0.1	2	64	25
Canonical	0.1	2	64	26
Canonical	0.1	2	24	27
Canonical	0.1	2	64	28
Canonical	0.1	2	64	29
Canonical	0.1	2	64	30
Canonical	0.1	2	64	31
Canonical	0.1	2	64	32
Canonical	0.1	2	64	33
Canonical	0.1	2	36	34
Canonical	0.1	2	64	35
Canonical	0.1	2	64	36
Canonical	0.1	2	64	37
Canonical	0.1	2	64	38
Canonical	0.1	2	64	39
Canonical	0.1	2	64	40
Canonical	0.1	2	64	41
Canonical	0.1	2	64	42
Canonical	0.1	2	64	43
Canonical	0.1	2	64	44
Canonical	0.1	2	64	45
Canonical	0.1	2	64	46
Canonical	0.1	2	64	47
Canonical	0.1	2	64	48
Canonical	0.1	2	64	49
Canonical	0.1	2	64	50
Canonical	0.1	2	64	51
Canonical	0.1	2	64	52
Canonical	0.1	2	64	53
Canonical	0.1	2	64	54
Canonical	0.1	2	64	55
Canonical	0.1	2	64	56
Canonical	0.1	2	64	57
Canonical	0.1	2	64	58
Canonical	0.1	2	64	59
Canonical	0.1	2	30	60
Canonical	0.1	2	64	61
Canonical	0.1	2	64	62
Canonical	0.1	2	64	63
Canonical	0.1	2	64	64
Canonical	0.1	2	64	65
Canonical	0.1	2	64	66
Canonical	0.1	2	64	67
Canonical	0.1	2	64	68
Canonical	0.1	2	64	69
Canonical	0.1	2	64	70
Canonical	0.1	2	64	71
Canonical	0.1	2	64	72
Canonical	0.1	2	64	73
Canonical	0.1	2	64	74
Canonical	0.1	2	64	75
Canonical	0.1	2	64	76
Canonical	0.1	2	64	77
Canonical	0.1	2	64	78
Canonical	0.1	2	64	79
Canonical	0.1	2	64	80
Canonical	0.1	2	64	81
Canonical	0.1	2	64	82
Canonical	0.1	2	30	83
Canonical	0.1	2	64	84
Canonical	0.1	2	64	85
Canonical	0.1	2	64	86
Canonical	0.1	2	64	87
Canonical	0.1	2	64	88
Canonical	0.1	2	64	89
Canonical	0.1	2	64	90
Canonical	0.1	2	64	91
Canonical	0.1	2	64	92
Canonical	0.1	2	64	93
Canonical	0.1	2	64	94
Canonical	0.1	2	64	95
Canonical	0.1	2	64	96
Canonical	0.1	2	64	97
Canonical	0.1	2	64	98
Canonical	0.1	2	64	99
Canonical	0.2	2	64	0
Canonical	0.2	2	64	1
Canonical	0.2	2	64	2
Canonical	0.2	2	64	3
Canonical	0.2	2	64	4
Canonical	0.2	2	64	5
Canonical	0.2	2	64	6
Canonical	0.2	2	64	7
Canonical	0.2	2	34	8
Canonical	0.2	2	64	9
Canonical	0.2	2	64	10
Canonical	0.2	2	64	11
Canonical	0.2	2	64	12
Canonical	0.2	2	64	13
Canonical	0.2	2	32	14
Canonical	0.2	2	64	15
Canonical	0.2	2	64	16
Canonical	0.2	2	64	17
Canonical	0.2	2	64	18
Canonical	0.2	2	64	19
Canonical	0.2	2	64	20
Canonical	0.2	2	64	21
Canonical	0.2	2	64	22
Canonical	0.2	2	64	23
Canonical	0.2	2	64	24
Canonical	0.2	2	30	25
Canonical	0.2	2	64	26
Canonical	0.2	2	64	27
Canonical	0.2	2	64	28
Canonical	0.2	2	64	29
Canonical	0.2	2	64	30
Canonical	0.2	2	64	31
Canonical	0.2	2	64	32
Canonical	0.2	2	64	33
Canonical	0.2	2	64	34
Canonical	0.2	2	64	35
Canonical	0.2	2	64	36
Canonical	0.2	2	64	37
Canonical	0.2	2	64	38
Canonical	0.2	2	64	39
Canonical	0.2	2	64	40
Canonical	0.2	2	64	41
Canonical	0.2	2	32	42
Canonical	0.2	2	64	43
Canonical	0.2	2	64	44
Canonical	0.2	2	64	45
Canonical	0.2	2	64	46
Canonical	0.2	2	64	47
Canonical	0.2	2	64	48
Canonical	0.2	2	64	49
Canonical	0.2	2	64	50
Canonical	0.2	2	64	51
Canonical	0.2	2	64	52
Canonical	0.2	2	42	53
Canonical	0.2	2	64	54
Canonical	0.2	2	64	55
Canonical	0.2	2	64	56
Canonical	0.2	2	64	57
Canonical	0.2	2	28	58
Canonical	0.2	2	64	59
Canonical	0.2	2	64	60
Canonical	0.2	2	64	61
Canonical	0.2	2	64	62
Canonical	0.2	2	64	63
Canonical	0.2	2	64	64
Canonical	0.2	2	64	65
Canonical	0.2	2	64	66
Canonical	0.2	2	64	67
Canonical	0.2	2	64	68
Canonical	0.2	2	64	69
Canonical	0.2	2	64	70
Canonical	0.2	2	64	71
Canonical	0.2	2	64	72
Canonical	0.2	2	64	73
Canonical	0.2	2	64	74
Canonical	0.2	2	64	75
Canonical	0.2	2	64	76
Canonical	0.2	2	64	77
Canonical	0.2	2	64	78
Canonical	0.2	2	64	79
Canonical	0.2	2	64	80
Canonical	0.2	2	64	81
Canonical	0.2	2	64	82
Canonical	0.2	2	64	83
Canonical	0.2	2	64	84
Canonical	0.2	2	64	85
Canonical	0.2	2	64	86
Canonical	0.2	2	64	87
Canonical	0.2	2	64	88
Canonical	0.2	2	64	89
Canonical	0.2	2	64	90
Canonical	0.2	2	64	91
Canonical	0.2	2	64	92
Canonical	0.2	2	64	93
Canonical	0.2	2	32	94
Canonical	0.2	2	64	95
Canonical	0.2	2	64	96
Canonical	0.2	2	64	97
Canonical	0.2	2	64	98
Canonical	0.2	2	64	99
Canonical	0.3	2	64	0
Canonical	0.3	2	64	1
Canonical	0.3	2	64	2
Canonical	0.3	2	64	3
Canonical	0.3	2	64	4
Canonical	0.3	2	64	5
Canonical	0.3	2	28	6
Canonical	0.3	2	64	7
Canonical	0.3	2	64	8
Canonical	0.3	2	64	9
Canonical	0.3	2	64	10
Canonical	0.3	2	64	11
Canonical	0.3	2	64	12
Canonical	0.3	2	20	13
Canonical	0.3	2	64	14
Canonical	0.3	2	34	15
Canonical	0.3	2	64	16
Canonical	0.3	2	64	17
Canonical	0.3	2	64	18
Canonical	0.3	2	64	19
Canonical	0.3	2	64	20
Canonical	0.3	2	48	21
Canonical	0.3	2	64	22
Canonical	0.3	2	64	23
Canonical	0.3	2	64	24
Canonical	0.3	2	64	25
Canonical	0.3	2	64	26
Canonical	0.3	2	64	27
